phase,acc@avg,acc@1,acc@5,f1-micro,loss
0,0.809,0.809,0.9466,0.809,3.26059401671977
1,0.7854166666666667,0.7618333333333334,0.932,0.7618333333333334,3.506610751140257
2,0.7640396825396826,0.7212857142857143,0.916,0.7212857142857143,3.7132257454274513
3,0.742998511904762,0.679875,0.895,0.679875,3.8982111906687806
4,0.7250876984126984,0.6534444444444445,0.8852222222222222,0.6534444444444445,4.051740259923887
5,0.7083564153439154,0.6247,0.8707,0.6247,4.191192805183423
