phase,acc@avg,acc@1,acc@5,f1-micro,loss
0,0.8102,0.8102,0.947,0.8102,3.2535479926741924
1,0.7872666666666667,0.7643333333333333,0.9328333333333333,0.7643333333333333,3.487145818413363
2,0.7666063492063492,0.7252857142857143,0.9148571428571428,0.7252857142857143,3.684860918214582
3,0.7469860119047619,0.688125,0.89625,0.688125,3.8638799359552873
