phase,acc@avg,acc@1,acc@5,f1-micro,loss
0,0.8072,0.8072,0.9564,0.8072,3.2531526267245914
1,0.7834333333333334,0.7596666666666667,0.939,0.7596666666666667,3.5037480205488003
2,0.760384126984127,0.7142857142857143,0.9227142857142857,0.7142857142857143,3.7123095663913923
3,0.7376630952380954,0.6695,0.9035,0.6695,3.8987303811155005
4,0.718797142857143,0.6433333333333333,0.8916666666666667,0.6433333333333333,4.052416360255324
5,0.7016476190476192,0.6159,0.8769,0.6159,4.192226622436107
