phase,acc@avg,acc@1,acc@5,f1-micro,loss
0,0.8062,0.8062,0.9478,0.8062,3.2531014157395424
1,0.7837666666666667,0.7613333333333333,0.9313333333333333,0.7613333333333333,3.486795433104263
2,0.7641301587301589,0.7248571428571429,0.915,0.7248571428571429,3.6843635944819626
3,0.7446601190476192,0.68625,0.89575,0.68625,3.863841443876171
4,0.7279058730158731,0.6608888888888889,0.8874444444444445,0.6608888888888889,4.011683796826749
5,0.7120548941798942,0.6328,0.8754,0.6328,4.1483044451556195
